age,job_type,risk_preference,current_asset,monthly_income,monthly_expense,monthly_cashflow,goal_amount,goal_months,expected_return,future_asset,shortage_amount,achievable
25,student,medium,7685545,1753394,1474246,279148,654000,50,0.0518,25073374,0,1
25,student,low,4544753,580232,274251,305981,1471000,93,0.028,37383269,0,1
20,student,medium,1104052,0,355387,-355387,802000,84,0.0514,0,802000,0
22,employee,medium,2989452,3754001,2287741,1466260,2145000,25,0.0395,41387069,0,1
22,employee,medium,25238278,2622926,1292294,1330632,10000,38,0.0591,85873987,0,1
22,student,medium,2097542,1181586,794142,387444,781000,55,0.0497,26509406,0,1
21,student,medium,0,0,0,0,1801000,68,0.0362,0,1801000,0
41,employee,low,22474585,3929855,1751283,2178572,10000,45,0.0196,125829634,0,1
23,student,medium,6004714,0,3602828,-3602828,63000,21,0.0578,0,63000,0
46,employee,high,23382392,4295972,2909568,1386404,510000,50,0.0831,115515088,0,1
48,freelancer,high,22195509,2466557,2225354,241203,2529000,34,0.0871,37646336,0,1
32,employee,medium,3536212,3717114,2110720,1606394,1750000,33,0.0346,59419721,0,1
28,employee,low,25144426,2457609,1747782,709827,10000,52,0.025,66960033,0,1
34,employee,medium,24243696,3924281,2912689,1011592,1808000,61,0.034,96067554,0,1
22,student,medium,1887572,0,328912,-328912,225000,64,0.0599,0,225000,0
59,self_employed,low,0,0,0,0,10000,47,0.0169,0,10000,0
21,student,medium,8229448,0,957169,-957169,395000,74,0.0306,0,395000,0
34,professional,low,0,4859216,2508534,2350682,10000,56,0.025,139470759,0,1
39,self_employed,medium,37289691,1892903,1373256,519647,1343000,59,0.0548,83886034,0,1
23,student,medium,0,0,0,0,1566000,30,0.0515,0,1566000,0
39,employee,medium,15739878,3453896,2069629,1384267,10000,52,0.0471,98977209,0,1
59,self_employed,medium,0,0,0,0,1118000,85,0.0364,0,1118000,0
26,employee,low,15695009,3553281,1900131,1653150,1293000,56,0.0226,114976783,0,1
44,employee,low,24343997,1560550,1126649,433901,868000,92,0.0165,70146937,0,1
40,self_employed,low,8258334,6156357,3538618,2617739,161000,97,0.0122,275834456,0,1
25,employee,low,3832971,3810375,2586796,1223579,10000,53,0.0154,71164048,0,1
38,freelancer,medium,10341977,5111438,3805652,1305786,2296000,35,0.0594,62059382,0,1
32,freelancer,medium,10919053,3489506,2086831,1402675,1291000,74,0.044,133311413,0,1
36,employee,low,12285176,3335614,2315067,1020547,725000,61,0.0189,78811080,0,1
49,employee,low,24141777,6215736,3651135,2564601,247000,27,0.0144,95271613,0,1
24,student,high,641957,714469,465640,248829,2024000,56,0.0904,18232269,0,1
28,employee,medium,24926540,3533626,2207112,1326514,10000,76,0.0384,145703295,0,1
23,student,high,1343149,1434162,1121354,312808,10000,59,0.0779,24368094,0,1
22,employee,medium,31708437,4020302,3127708,892594,1272000,58,0.0538,100075971,0,1
25,freelancer,low,1502318,7433964,4282364,3151600,10000,1,0.0298,4657649,0,1
28,employee,low,22143382,3025859,1858815,1167044,2485000,31,0.027,61167526,0,1
37,freelancer,high,3614263,0,2168557,-2168557,10000,18,0.0997,0,10000,0
23,student,low,5825571,0,477798,-477798,849000,71,0.0142,0,849000,0
35,employee,low,15398798,3968665,2499664,1469001,1798000,48,0.0131,88578377,0,1
41,professional,low,4881035,5607995,3557352,2050643,10000,7,0.0161,19339468,0,1
25,student,low,0,0,0,0,464000,44,0.0111,0,464000,0
23,student,medium,652399,0,72096,-72096,10000,83,0.0413,0,10000,0
25,student,medium,564279,973563,675005,298558,550000,56,0.0325,18683988,0,1
19,student,low,0,0,0,0,10000,11,0.0186,0,10000,0
25,student,medium,0,0,0,0,1642000,67,0.0501,0,1642000,0
41,freelancer,medium,11959165,4793768,3049619,1744149,364000,28,0.0454,64707152,0,1
19,student,low,61265,0,5722,-5722,10000,64,0.0175,0,10000,0
33,professional,medium,28705473,3668670,2720675,947995,10000,30,0.0344,60933808,0,1
40,freelancer,high,19690288,4052166,2421384,1630782,49000,62,0.0852,156998798,0,1
20,student,medium,913666,116636,125576,-8940,10000,64,0.0524,549058,0,1
25,student,medium,6597555,0,721238,-721238,217000,71,0.0321,0,217000,0
32,freelancer,medium,2921801,5715092,4197954,1517138,551000,58,0.0477,102422243,0,1
26,student,high,3384699,0,1285463,-1285463,714000,48,0.0992,0,714000,0
47,freelancer,medium,42367368,0,20000000,-20000000,1671000,51,0.0548,0,1671000,0
40,employee,medium,32527809,3670218,2955491,714727,1152000,60,0.0307,84203161,0,1
36,self_employed,low,21334926,4563319,3932248,631071,1197000,49,0.0216,55597092,0,1
24,student,low,3401099,0,998971,-998971,650000,59,0.0277,0,650000,0
24,student,medium,8316602,0,2970723,-2970723,10000,72,0.0387,0,10000,0
39,self_employed,high,10100811,5032493,4781364,251129,814000,57,0.0681,30790600,0,1
41,employee,low,0,2958947,1511384,1447563,1382000,37,0.0105,54412074,0,1
23,student,low,8741131,0,2264425,-2264425,784000,34,0.0134,0,784000,0
25,student,high,4989026,0,1734775,-1734775,10000,62,0.0698,0,10000,0
21,student,high,0,616296,556444,59852,2033000,58,0.0665,4080991,0,1
40,professional,low,13284929,6966360,3442829,3523531,1958000,86,0.0199,340726799,0,1
47,self_employed,medium,0,0,0,0,1128000,58,0.0575,0,1128000,0
27,student,medium,6259479,0,352221,-352221,10000,29,0.0567,0,10000,0
25,student,high,4099033,0,2459419,-2459419,1201000,63,0.0743,0,1201000,0
23,student,low,4250185,923661,879038,44623,1834000,64,0.0126,7497865,0,1
21,student,low,0,0,0,0,333000,54,0.0238,0,333000,0
32,self_employed,high,0,1845801,1552240,293561,1874000,1,0.0985,293561,1580439,0
33,employee,medium,43483916,3881092,2215856,1665236,773000,116,0.0561,330371629,0,1
20,student,low,6376875,1105325,986009,119316,156000,60,0.028,15008680,0,1
31,employee,low,1292929,4119651,2972657,1146994,1490000,30,0.0126,36273163,0,1
32,employee,low,0,2849829,1784815,1065014,10000,68,0.0246,77626439,0,1
22,student,high,179137,0,45616,-45616,1631000,1,0.0916,134888,1496112,0
50,self_employed,low,20797278,3966826,3339611,627215,2142000,40,0.0143,47492497,0,1
47,self_employed,low,21631300,0,3598512,-3598512,1829000,42,0.0173,0,1829000,0
37,freelancer,high,7730286,4053706,2233472,1820234,682000,37,0.0613,83261104,0,1
45,self_employed,medium,11673745,0,4779183,-4779183,10000,69,0.0526,0,10000,0
23,student,low,0,562406,163047,399359,1822000,90,0.0269,39775417,0,1
41,employee,low,0,2389131,1149499,1239632,236000,41,0.0245,52956431,0,1
27,student,low,0,395833,271542,124291,1030000,1,0.0231,124291,905709,0
34,employee,medium,14786674,3065195,2142395,922800,10000,84,0.0384,108109551,0,1
22,student,medium,2774164,0,1071635,-1071635,10000,49,0.0511,0,10000,0
41,employee,low,47307944,3597688,2480771,1116917,1936000,45,0.0231,104034200,0,1
30,freelancer,medium,22008130,0,7959028,-7959028,249000,61,0.0484,0,249000,0
21,student,low,2768987,92755,84981,7774,519000,42,0.0216,3325086,0,1
30,employee,medium,12525090,3876809,2240534,1636275,1300000,23,0.0431,52760949,0,1
48,self_employed,low,57051199,4445381,2375119,2070262,96000,86,0.025,263000515,0,1
43,professional,high,32643010,4344125,3144269,1199856,1909000,49,0.062,108730135,0,1
23,student,low,6369769,0,3821861,-3821861,386000,101,0.0292,0,386000,0
47,professional,low,32927210,5139167,2639192,2499975,428000,65,0.0154,205144907,0,1
22,student,medium,3493492,322268,311022,11246,2951000,32,0.035,4211357,0,1
37,self_employed,high,0,2970865,2044755,926110,539000,54,0.0633,57685252,0,1
30,freelancer,low,0,0,0,0,835000,55,0.0242,0,835000,0
25,student,low,2587117,0,732875,-732875,798000,27,0.0194,0,798000,0
21,student,medium,3963217,1881064,1945421,-64357,10000,31,0.0543,2421998,0,1
24,student,medium,2452281,879931,675294,204637,649000,47,0.0409,13289487,0,1
37,self_employed,medium,9665901,0,2243562,-2243562,2148000,78,0.0416,0,2148000,0
39,self_employed,medium,57241881,2742959,2511839,231120,223000,84,0.04,98065002,0,1
23,student,high,5043193,0,2565632,-2565632,1694000,17,0.0895,0,1694000,0
36,employee,medium,6341346,0,2264172,-2264172,10000,47,0.0564,0,10000,0
40,employee,low,35426328,4726411,2922462,1803949,49000,81,0.0263,202001664,0,1
22,freelancer,medium,0,1214780,1069084,145696,10000,54,0.0308,8427318,0,1
30,professional,low,29353775,4407930,3232740,1175190,722000,48,0.0152,89313970,0,1
22,freelancer,low,14020252,0,989715,-989715,1692000,36,0.0111,0,1692000,0
25,student,medium,925208,1218344,648644,569700,829000,55,0.0328,34836733,0,1
23,student,low,4584169,0,1373621,-1373621,41000,71,0.0299,0,41000,0
19,student,medium,3597955,0,0,0,732000,49,0.0436,4297684,0,1
32,employee,high,33229965,0,19937979,-19937979,1166000,6,0.0937,0,1166000,0
24,student,low,6833245,0,1091353,-1091353,10000,54,0.0101,0,10000,0
44,self_employed,low,23626884,0,5786534,-5786534,1352000,55,0.0202,0,1352000,0
35,professional,high,41500942,6945676,4344465,2601211,225000,71,0.0922,315863624,0,1
38,self_employed,low,0,3679950,2117321,1562629,1803000,37,0.0183,59432964,0,1
39,freelancer,low,4030322,3704171,2558930,1145241,10000,80,0.0104,99147125,0,1
33,self_employed,high,0,3537621,1805088,1732533,10000,61,0.0625,124024884,0,1
24,professional,low,0,4129136,2604792,1524344,657000,66,0.0174,105497863,0,1
35,employee,low,8930578,3353092,2267038,1086054,988000,59,0.0266,78552174,0,1
32,professional,medium,22061096,0,4053921,-4053921,10000,81,0.0542,0,10000,0
33,employee,medium,5074958,2105820,1116911,988909,2073000,77,0.0526,97446705,0,1
19,student,medium,0,0,0,0,10000,55,0.0305,0,10000,0
38,freelancer,high,7056839,3771370,1935756,1835614,699000,30,0.0853,69867313,0,1
21,student,low,8855640,0,1196093,-1196093,1213000,17,0.0116,0,1213000,0
36,employee,low,0,1823379,1189520,633859,1639000,30,0.0196,19473069,0,1
39,self_employed,medium,35904959,0,4625201,-4625201,10000,63,0.0348,0,10000,0
25,employee,medium,17499954,2012231,1752967,259264,479000,62,0.0362,38739875,0,1
40,freelancer,high,0,2296080,1507371,788709,66000,44,0.0917,41065611,0,1
30,freelancer,medium,0,0,0,0,10000,26,0.0348,0,10000,0
35,employee,high,7208434,0,1360062,-1360062,10000,45,0.0975,0,10000,0
23,student,low,5112484,908786,648212,260574,10000,30,0.0105,13165619,0,1
22,student,medium,2793576,0,138651,-138651,1422000,77,0.0323,0,1422000,0
32,employee,low,7134129,4151894,1918497,2233397,10000,55,0.0136,134264731,0,1
32,employee,medium,19086198,3718119,2239069,1479050,10000,62,0.0582,132444438,0,1
27,freelancer,high,12749018,1237448,563775,673673,1371000,31,0.0748,38416873,0,1
30,self_employed,low,0,5634743,4134212,1500531,1207000,82,0.0208,132094496,0,1
37,employee,low,19045375,3309503,1455947,1853556,10000,73,0.0282,170025532,0,1
24,student,medium,546835,0,287270,-287270,398000,59,0.0358,0,398000,0
21,student,medium,0,12228,10192,2036,1286000,27,0.0387,57340,1228660,0
27,professional,low,8491429,5186649,3019769,2166880,1332000,27,0.0124,68030047,0,1
28,employee,medium,23731013,4387784,3887310,500474,10000,78,0.0592,82305890,0,1
23,student,low,2328363,0,664151,-664151,1243000,44,0.0252,0,1243000,0
31,employee,medium,14922892,1167382,684347,483035,10000,15,0.0352,22989362,0,1
22,student,medium,5462888,0,1512904,-1512904,1879000,75,0.058,0,1879000,0
32,employee,low,23228079,1573044,812386,760658,179000,33,0.0129,49604725,0,1
36,employee,low,13102151,3042680,1595212,1447468,227000,10,0.0182,27876099,0,1
24,student,low,902573,1653847,1711608,-57761,1615000,3,0.0148,732420,882580,0
29,freelancer,low,36733527,2541787,1858972,682815,10000,38,0.026,66896933,0,1
23,employee,high,17176192,1543525,1056773,486752,1101000,59,0.0606,56478521,0,1
42,freelancer,high,7063812,1611908,1156633,455275,141000,36,0.0781,27324096,0,1
32,professional,medium,40744082,6078734,3163481,2915253,131000,51,0.0376,208735585,0,1
26,employee,medium,16426407,4192864,3271684,921180,456000,86,0.0356,111285832,0,1
33,freelancer,medium,27007147,0,3734772,-3734772,457000,50,0.036,0,457000,0
34,freelancer,medium,0,4823589,3555169,1268420,10000,43,0.0483,59416361,0,1
22,employee,high,1868555,3053500,1724896,1328604,1703000,37,0.0799,57923322,0,1
25,student,low,0,0,0,0,528000,36,0.0266,0,528000,0
39,self_employed,low,3241980,6565173,5117733,1447440,3023000,44,0.024,70044086,0,1
33,professional,medium,12098523,4243955,2728042,1515913,1030000,61,0.0319,114471462,0,1
33,employee,medium,41744119,3431080,1984669,1446411,731000,66,0.0516,165524862,0,1
24,student,low,0,1803402,947358,856044,666000,59,0.0178,52741746,0,1
26,student,low,0,0,0,0,1690000,72,0.0223,0,1690000,0
27,employee,high,18793492,5460416,4295346,1165070,10000,8,0.0647,29117937,0,1
24,student,medium,4376615,0,15220,-15220,10000,74,0.0499,4634158,0,1
22,student,low,892106,372919,188480,184439,10000,1,0.0246,1078374,0,1
22,student,medium,1221050,0,147861,-147861,1326000,30,0.0387,0,1326000,0
25,student,low,0,0,0,0,278000,31,0.0267,0,278000,0
23,student,low,5650366,0,1337337,-1337337,10000,65,0.0124,0,10000,0
35,freelancer,low,0,0,0,0,10000,29,0.0153,0,10000,0
34,professional,medium,19367666,5006998,2286268,2720730,63000,12,0.056,53980449,0,1
25,freelancer,high,28967316,0,8158845,-8158845,260000,79,0.0826,0,260000,0
35,professional,high,51425512,6661192,2840364,3820828,10000,49,0.0853,295790946,0,1
37,employee,medium,20286867,2128555,1438611,689944,10000,16,0.0574,33340563,0,1
20,student,medium,4316133,1094082,584748,509334,978000,43,0.0303,27914275,0,1
41,employee,medium,29180088,3502049,1773441,1728608,1298000,20,0.0317,66214764,0,1
33,self_employed,low,9910119,5085590,3884089,1201501,877000,60,0.0289,88907414,0,1
25,student,high,8461917,0,1118655,-1118655,1005000,19,0.095,0,1005000,0
45,employee,high,28948699,2756385,1952759,803626,86000,37,0.0623,67750883,0,1
42,self_employed,medium,0,2570163,2050627,519536,1238000,1,0.0363,519536,718464,0
24,student,high,5164488,0,806972,-806972,10000,28,0.07,0,10000,0
36,employee,high,0,2135813,1496887,638926,443000,43,0.0617,30659919,0,1
21,student,low,5465532,844635,556554,288081,324000,9,0.0255,8185830,0,1
44,freelancer,medium,4534892,1573674,990792,582882,483000,44,0.0361,32553365,0,1
41,professional,low,29658571,4746604,3378500,1368104,10000,49,0.0206,102133750,0,1
41,freelancer,high,0,2357013,1492073,864940,10000,65,0.0894,71987025,0,1
40,self_employed,high,32623272,0,19573963,-19573963,10000,97,0.0938,0,10000,0
38,employee,low,37801154,3434419,2361170,1073249,56000,65,0.0152,113708577,0,1
35,freelancer,medium,14001982,3736043,2898266,837777,10000,26,0.056,38905360,0,1
35,freelancer,high,11480175,0,3937388,-3937388,10000,45,0.0873,0,10000,0
22,student,low,2175950,158309,110755,47554,871000,44,0.0255,4579858,0,1
37,employee,medium,21377713,3040614,1839392,1201222,10000,91,0.0465,161159148,0,1
21,student,medium,0,0,0,0,474000,49,0.035,0,474000,0
37,employee,low,10195265,2953851,1783927,1169924,10000,45,0.0164,65102445,0,1
23,student,medium,3177435,0,867594,-867594,945000,63,0.0531,0,945000,0
38,professional,medium,28672707,4267643,2688066,1579577,1604000,63,0.0307,141512741,0,1
39,employee,medium,21740794,0,9898621,-9898621,10000,38,0.0448,0,10000,0
37,professional,high,22800298,5872687,3147064,2725623,10000,76,0.0912,319507174,0,1
29,self_employed,low,0,4484724,3540384,944340,1392000,43,0.0194,42016173,0,1
24,student,medium,2693912,1182208,611325,570883,989000,60,0.0325,40307200,0,1
21,student,low,250153,1256705,1069050,187655,376000,36,0.0159,7176969,0,1
22,freelancer,medium,12142531,0,1299734,-1299734,10000,59,0.0425,0,10000,0
22,student,medium,1909017,0,64435,-64435,653000,80,0.0478,0,653000,0
34,freelancer,medium,10912924,0,711006,-711006,10000,26,0.0494,0,10000,0
26,employee,high,16855455,2204884,1336890,867994,10000,6,0.0866,22901425,0,1
25,student,low,5795956,0,2165858,-2165858,468000,52,0.02,0,468000,0
31,freelancer,high,13602507,4269340,3661633,607707,2233000,41,0.0602,44287236,0,1
43,self_employed,high,27035426,2940207,1723297,1216910,1683000,35,0.0644,79322665,0,1
37,employee,medium,24999492,5497671,4072637,1425034,632000,56,0.0521,121982921,0,1
39,professional,medium,28347117,2983743,1572126,1411617,10000,1,0.0379,29848264,0,1
28,employee,low,13891988,1645262,1034904,610358,372000,37,0.0143,37592292,0,1
42,employee,medium,20485652,2782839,1838377,944462,10000,53,0.0453,80313954,0,1
22,student,low,0,1123189,627671,495518,10000,54,0.0144,27626848,0,1
22,employee,low,26485069,4646518,2924256,1722262,10000,49,0.0234,117601593,0,1
43,employee,high,21421236,2954556,1765449,1189107,1246000,14,0.0971,41531830,0,1
30,self_employed,medium,0,0,0,0,573000,61,0.0415,0,573000,0
26,student,low,3891721,0,0,0,10000,74,0.0204,4412956,0,1
36,professional,medium,31789195,5179031,3785222,1393809,1076000,40,0.04,95849367,0,1
31,employee,medium,25126661,1652847,1212675,440172,1676000,30,0.0303,40801587,0,1
23,student,medium,0,0,0,0,332000,12,0.0435,0,332000,0
32,employee,medium,18476690,4428206,3282141,1146065,2813000,62,0.039,101174056,0,1
22,employee,low,4627010,4649265,4076363,572902,10000,93,0.0145,61529882,0,1
49,professional,medium,12720181,4350341,2489531,1860810,10000,30,0.0446,73157429,0,1
26,student,high,4359428,971076,636493,334583,1977000,9,0.0969,7797043,0,1
33,employee,medium,26784892,3911731,2532711,1379020,10000,14,0.0598,48659619,0,1
24,professional,low,28489773,2638185,2088465,549720,1802000,28,0.0106,44780012,0,1
36,freelancer,high,28287623,2838977,2603487,235490,1262000,48,0.0728,50892199,0,1
38,self_employed,high,33481676,0,0,0,290000,55,0.0837,49072147,0,1
24,student,low,1217029,2038106,1432220,605886,149000,71,0.0203,47039146,0,1
25,student,low,0,0,0,0,124000,72,0.0146,0,124000,0
39,self_employed,medium,11633060,3927758,2943240,984518,1280000,60,0.0367,78702076,0,1
25,student,low,6060996,607887,425106,182781,10000,58,0.0177,17661397,0,1
22,student,medium,3258578,0,460955,-460955,2392000,45,0.0511,0,2392000,0
23,student,low,7392327,0,1828086,-1828086,331000,38,0.0127,0,331000,0
23,student,low,5757853,0,1394248,-1394248,10000,61,0.0254,0,10000,0
36,freelancer,low,20895796,0,1925780,-1925780,710000,79,0.0266,0,710000,0
23,student,high,8744991,1744447,1082053,662394,954000,55,0.0649,54062816,0,1
25,student,low,3961255,1139768,1309504,-169736,1216000,72,0.0295,0,1216000,0
47,employee,medium,9853758,4361611,2549074,1812537,2663000,46,0.0342,100185728,0,1
46,self_employed,high,0,0,0,0,884000,71,0.092,0,884000,0
40,professional,low,21337664,5066679,2403969,2662710,272000,82,0.0293,267470998,0,1
21,student,high,4934286,0,1300864,-1300864,755000,72,0.0769,0,755000,0
30,self_employed,high,40960721,0,9112769,-9112769,715000,39,0.0905,0,715000,0
46,self_employed,medium,31816993,2845054,1906446,938608,67000,62,0.0594,111129703,0,1
24,student,medium,2170259,849928,642616,207312,1666000,42,0.0405,11837719,0,1
40,employee,medium,41847646,3500606,1926605,1574001,705000,42,0.0598,124896504,0,1
44,professional,low,7161497,0,2351473,-2351473,1456000,85,0.0181,0,1456000,0
45,self_employed,low,14146487,0,2774760,-2774760,1259000,23,0.01,0,1259000,0
24,professional,medium,16364732,4046562,2448701,1597861,1101000,49,0.0511,107010775,0,1
25,student,high,0,0,0,0,10000,3,0.0987,0,10000,0
22,freelancer,medium,654040,3020283,2344149,676134,264000,51,0.0476,38935247,0,1
